Case ID,Activity,Complete Timestamp,amount,article,dismissal,expense,lastSent,matricola,notificationType,org:resource,paymentAmount,points,totalPaymentAmount,vehicleClass,Label
N53886,Send Fine,2004-11-10,,,,16.0,,,,,,,,,0
N53886,Insert Fine Notification,2004-11-17,,,,,P,,P,,,,,,0
N53886,Add penalty,2005-01-16,40.95,,,,,,,,,,,,0
N53886,Insert Date Appeal to Prefecture,2005-01-19,,,,,,,,,,,,,0
N53886,Send Appeal to Prefecture,2005-03-10,,,NIL,,,,,,,,,,0
N53886,Receive Result Appeal from Prefecture,2005-04-22,,,,,,,,,,,,,0
N53886,Notify Result Appeal to Offender,2005-05-20,,,,,,,,,,,,,0
N53905,Create Fine,2004-05-24,33.6,157.0,NIL,,,,,550.0,,0.0,0.0,A,0
N53905,Send Fine,2004-09-03,,,,16.0,,,,,,,,,0
N53905,Insert Fine Notification,2004-09-27,,,,,,,P,,,,,,0
N53905,Insert Date Appeal to Prefecture,2004-10-23,,,,,,,,,,,,,0
N53905,Add penalty,2004-11-26,68.77,,,,,,,,,,,,0
N53905,Send Appeal to Prefecture,2004-12-22,,,NIL,,,,,,,,,,0
N53905,Receive Result Appeal from Prefecture,2005-01-28,,,,,,,,,,,,,0
N53905,Notify Result Appeal to Offender,2005-03-22,,,,,,,,,,,,,0
N55182,Create Fine,2004-06-29,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,0
N55182,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N55182,Insert Fine Notification,2004-12-01,,,,,P,,P,,,,,,0
N55182,Insert Date Appeal to Prefecture,2004-12-07,,,,,,,,,,,,,0
N55182,Receive Result Appeal from Prefecture,2005-01-14,,,,,,,,,,,,,0
N55182,Send Appeal to Prefecture,2005-01-14,,,NIL,,,,,,,,,,0
N55182,Add penalty,2005-01-30,68.77,,,,,,,,,,,,0
N55182,Notify Result Appeal to Offender,2005-03-18,,,,,,,,,,,,,0
N55192,Create Fine,2004-06-30,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,0
N55192,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N55192,Insert Fine Notification,2004-11-29,,,,,P,,P,,,,,,0
N55192,Insert Date Appeal to Prefecture,2004-12-22,,,,,,,,,,,,,0
N55192,Send Appeal to Prefecture,2005-01-21,,,NIL,,,,,,,,,,0
N55192,Add penalty,2005-01-28,68.77,,,,,,,,,,,,0
N55192,Receive Result Appeal from Prefecture,2005-02-15,,,,,,,,,,,,,0
N55192,Notify Result Appeal to Offender,2005-05-10,,,,,,,,,,,,,0
N56034,Create Fine,2004-06-19,33.6,157.0,NIL,,,,,540.0,,0.0,0.0,A,0
N56034,Send Fine,2004-11-10,,,,16.6,,,,,,,,,0
N56034,Insert Fine Notification,2004-12-10,,,,,P,,P,,,,,,0
N56034,Insert Date Appeal to Prefecture,2004-12-23,,,,,,,,,,,,,0
N56034,Send Appeal to Prefecture,2005-01-21,,,NIL,,,,,,,,,,0
N56034,Add penalty,2005-02-08,68.77,,,,,,,,,,,,0
N56034,Receive Result Appeal from Prefecture,2005-02-15,,,,,,,,,,,,,0
N56034,Notify Result Appeal to Offender,2005-04-02,,,,,,,,,,,,,0
N56091,Create Fine,2004-06-26,33.6,157.0,NIL,,,,,540.0,,0.0,0.0,A,0
N56091,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N56091,Insert Fine Notification,2004-11-30,,,,,P,,P,,,,,,0
N56091,Insert Date Appeal to Prefecture,2004-12-09,,,,,,,,,,,,,0
N56091,Send Appeal to Prefecture,2005-01-14,,,NIL,,,,,,,,,,0
N56091,Add penalty,2005-01-29,68.77,,,,,,,,,,,,0
N56091,Receive Result Appeal from Prefecture,2005-02-04,,,,,,,,,,,,,0
N56091,Notify Result Appeal to Offender,2005-03-16,,,,,,,,,,,,,0
N56245,Create Fine,2004-07-13,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,1
N56245,Send Fine,2004-11-11,,,,16.0,,,,,,,,,1
N56245,Insert Fine Notification,2004-11-17,,,,,P,,P,,,,,,1
N56245,Insert Date Appeal to Prefecture,2005-01-10,,,,,,,,,,,,,1
N56245,Add penalty,2005-01-16,68.77,,,,,,,,,,,,1
N56245,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,1
N56245,Receive Result Appeal from Prefecture,2005-03-22,,,,,,,,,,,,,1
N56245,Notify Result Appeal to Offender,2005-04-18,,,,,,,,,,,,,1
N56255,Create Fine,2004-07-15,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,0
N56255,Send Fine,2004-11-23,,,,16.0,,,,,,,,,0
N56255,Insert Fine Notification,2004-12-14,,,,,P,,P,,,,,,0
N56255,Add penalty,2005-02-12,68.77,,,,,,,,,,,,0
N56255,Insert Date Appeal to Prefecture,2005-02-28,,,,,,,,,,,,,0
N56255,Send Appeal to Prefecture,2005-03-24,,,NIL,,,,,,,,,,0
N56255,Receive Result Appeal from Prefecture,2005-04-22,,,,,,,,,,,,,0
N56255,Notify Result Appeal to Offender,2005-05-20,,,,,,,,,,,,,0
N56304,Create Fine,2004-06-18,33.6,157.0,NIL,,,,,538.0,,0.0,0.0,A,0
N56304,Send Fine,2004-11-10,,,,16.0,,,,,,,,,0
N56304,Insert Fine Notification,2004-11-20,,,,,P,,P,,,,,,0
N56304,Insert Date Appeal to Prefecture,2004-12-02,,,,,,,,,,,,,0
N56304,Send Appeal to Prefecture,2005-01-14,,,NIL,,,,,,,,,,0
N56304,Add penalty,2005-01-19,68.77,,,,,,,,,,,,0
N56304,Receive Result Appeal from Prefecture,2005-02-04,,,,,,,,,,,,,0
N56304,Notify Result Appeal to Offender,2005-03-18,,,,,,,,,,,,,0
N56621,Create Fine,2004-06-30,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N56621,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N56621,Insert Fine Notification,2004-11-29,,,,,P,,P,,,,,,0
N56621,Insert Date Appeal to Prefecture,2005-01-17,,,,,,,,,,,,,0
N56621,Add penalty,2005-01-28,68.77,,,,,,,,,,,,0
N56621,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N56621,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N56621,Notify Result Appeal to Offender,2005-05-12,,,,,,,,,,,,,0
N56805,Create Fine,2004-08-10,33.6,157.0,NIL,,,,,546.0,,0.0,0.0,A,0
N56805,Send Fine,2004-12-18,,,,16.0,,,,,,,,,0
N56805,Insert Fine Notification,2005-01-10,,,,,P,,P,,,,,,0
N56805,Add penalty,2005-03-11,68.77,,,,,,,,,,,,0
N56805,Insert Date Appeal to Prefecture,2005-03-23,,,,,,,,,,,,,0
N56805,Send Appeal to Prefecture,2005-05-11,,,NIL,,,,,,,,,,0
N56805,Receive Result Appeal from Prefecture,2005-06-28,,,,,,,,,,,,,0
N56805,Notify Result Appeal to Offender,2005-09-06,,,,,,,,,,,,,0
N56834,Create Fine,2004-08-15,33.6,157.0,NIL,,,,,546.0,,0.0,0.0,A,1
N56834,Send Fine,2004-12-23,,,,16.0,,,,,,,,,1
N56834,Insert Fine Notification,2005-01-03,,,,,P,,P,,,,,,1
N56834,Insert Date Appeal to Prefecture,2005-01-11,,,,,,,,,,,,,1
N56834,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,1
N56834,Add penalty,2005-03-04,68.77,,,,,,,,,,,,1
N56834,Receive Result Appeal from Prefecture,2005-04-05,,,,,,,,,,,,,1
N56834,Notify Result Appeal to Offender,2005-05-07,,,,,,,,,,,,,1
N56882,Create Fine,2004-06-27,33.6,157.0,NIL,,,,,550.0,,0.0,0.0,A,0
N56882,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N56882,Insert Fine Notification,2004-12-02,,,,,P,,P,,,,,,0
N56882,Add penalty,2005-01-31,68.77,,,,,,,,,,,,0
N56882,Insert Date Appeal to Prefecture,2005-02-01,,,,,,,,,,,,,0
N56882,Send Appeal to Prefecture,2005-03-10,,,NIL,,,,,,,,,,0
N56882,Receive Result Appeal from Prefecture,2005-07-29,,,,,,,,,,,,,0
N56882,Notify Result Appeal to Offender,2005-09-10,,,,,,,,,,,,,0
N56915,Create Fine,2004-06-28,33.6,157.0,NIL,,,,,550.0,,0.0,0.0,A,0
N56915,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N56915,Insert Fine Notification,2004-12-06,,,,,P,,P,,,,,,0
N56915,Insert Date Appeal to Prefecture,2005-01-11,,,,,,,,,,,,,0
N56915,Add penalty,2005-02-04,68.77,,,,,,,,,,,,0
N56915,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N56915,Receive Result Appeal from Prefecture,2005-04-05,,,,,,,,,,,,,0
N56915,Notify Result Appeal to Offender,2005-05-06,,,,,,,,,,,,,0
N57002,Create Fine,2004-06-29,33.6,157.0,NIL,,,,,540.0,,0.0,0.0,A,0
N57002,Send Fine,2004-11-22,,,,16.0,,,,,,,,,0
N57002,Insert Fine Notification,2004-12-14,,,,,P,,P,,,,,,0
N57002,Insert Date Appeal to Prefecture,2005-02-01,,,,,,,,,,,,,0
N57002,Add penalty,2005-02-12,68.77,,,,,,,,,,,,0
N57002,Send Appeal to Prefecture,2005-03-10,,,NIL,,,,,,,,,,0
N57002,Receive Result Appeal from Prefecture,2005-07-29,,,,,,,,,,,,,0
N57002,Notify Result Appeal to Offender,2005-09-10,,,,,,,,,,,,,0
N57230,Create Fine,2004-07-11,33.6,157.0,NIL,,,,,550.0,,0.0,0.0,A,1
N57230,Send Fine,2005-04-28,,,,16.0,,,,,,,,,1
N57230,Insert Fine Notification,2005-05-04,,,,,P,,P,,,,,,1
N57230,Insert Date Appeal to Prefecture,2005-05-27,,,,,,,,,,,,,1
N57230,Add penalty,2005-07-03,68.77,,,,,,,,,,,,1
N57230,Send Appeal to Prefecture,2005-07-18,,,NIL,,,,,,,,,,1
N57230,Receive Result Appeal from Prefecture,2005-09-26,,,,,,,,,,,,,1
N57230,Notify Result Appeal to Offender,2005-10-21,,,,,,,,,,,,,1
N57383,Create Fine,2004-07-20,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N57383,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N57383,Insert Fine Notification,2004-12-10,,,,,P,,P,,,,,,0
N57383,Insert Date Appeal to Prefecture,2005-01-18,,,,,,,,,,,,,0
N57383,Add penalty,2005-02-08,68.77,,,,,,,,,,,,0
N57383,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N57383,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N57383,Notify Result Appeal to Offender,2005-05-09,,,,,,,,,,,,,0
N57403,Create Fine,2004-07-23,33.6,157.0,NIL,,,,,536.0,,0.0,0.0,A,0
N57403,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N57403,Insert Fine Notification,2004-12-09,,,,,P,,P,,,,,,0
N57403,Add penalty,2005-02-07,68.77,,,,,,,,,,,,0
N57403,Insert Date Appeal to Prefecture,2005-02-14,,,,,,,,,,,,,0
N57403,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N57403,Receive Result Appeal from Prefecture,2005-05-24,,,,,,,,,,,,,0
N57403,Notify Result Appeal to Offender,2005-07-06,,,,,,,,,,,,,0
N57598,Create Fine,2004-07-21,33.6,157.0,NIL,,,,,538.0,,0.0,0.0,A,0
N57598,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N57598,Insert Fine Notification,2004-12-11,,,,,P,,P,,,,,,0
N57598,Insert Date Appeal to Prefecture,2004-12-16,,,,,,,,,,,,,0
N57598,Send Appeal to Prefecture,2005-01-25,,,NIL,,,,,,,,,,0
N57598,Add penalty,2005-02-09,68.77,,,,,,,,,,,,0
N57598,Receive Result Appeal from Prefecture,2005-03-15,,,,,,,,,,,,,0
N57598,Notify Result Appeal to Offender,2005-04-19,,,,,,,,,,,,,0
N57760,Create Fine,2004-07-05,33.6,157.0,NIL,,,,,554.0,,0.0,0.0,A,0
N57760,Send Fine,2004-11-10,,,,16.0,,,,,,,,,0
N57760,Insert Fine Notification,2004-11-17,,,,,P,,P,,,,,,0
N57760,Add penalty,2005-01-16,68.77,,,,,,,,,,,,0
N57760,Insert Date Appeal to Prefecture,2005-01-16,,,,,,,,,,,,,0
N57760,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N57760,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N57760,Notify Result Appeal to Offender,2005-05-06,,,,,,,,,,,,,0
N58131,Create Fine,2004-07-12,33.6,157.0,NIL,,,,,557.0,,0.0,0.0,A,0
N58131,Send Fine,2004-11-10,,,,16.0,,,,,,,,,0
N58131,Insert Fine Notification,2004-11-17,,,,,P,,P,,,,,,0
N58131,Insert Date Appeal to Prefecture,2004-11-19,,,,,,,,,,,,,0
N58131,Send Appeal to Prefecture,2004-12-17,,,NIL,,,,,,,,,,0
N58131,Add penalty,2005-01-16,68.77,,,,,,,,,,,,0
N58131,Receive Result Appeal from Prefecture,2005-01-18,,,,,,,,,,,,,0
N58131,Appeal to Judge,2005-03-04,,,G,,,0.0,,0.0,,,,,0
N58140,Create Fine,2004-07-14,33.6,157.0,NIL,,,,,557.0,,0.0,0.0,A,0
N58140,Send Fine,2004-11-23,,,,16.0,,,,,,,,,0
N58140,Insert Fine Notification,2004-11-29,,,,,P,,P,,,,,,0
N58140,Insert Date Appeal to Prefecture,2004-12-23,,,,,,,,,,,,,0
N58140,Add penalty,2005-01-28,68.77,,,,,,,,,,,,0
N58140,Send Appeal to Prefecture,2005-03-17,,,NIL,,,,,,,,,,0
N58140,Receive Result Appeal from Prefecture,2005-05-24,,,,,,,,,,,,,0
N58140,Notify Result Appeal to Offender,2005-06-30,,,,,,,,,,,,,0
N58515,Create Fine,2004-07-21,19.95,7.0,NIL,,,,,556.0,,0.0,0.0,A,0
N58515,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N58515,Insert Fine Notification,2004-12-09,,,,,P,,P,,,,,,0
N58515,Add penalty,2005-02-07,40.95,,,,,,,,,,,,0
N58515,Insert Date Appeal to Prefecture,2005-02-14,,,,,,,,,,,,,0
N58515,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N58515,Receive Result Appeal from Prefecture,2005-05-24,,,,,,,,,,,,,0
N58515,Notify Result Appeal to Offender,2005-07-06,,,,,,,,,,,,,0
N58662,Create Fine,2004-07-15,33.6,157.0,NIL,,,,,558.0,,0.0,0.0,A,0
N58662,Send Fine,2004-11-23,,,,16.0,,,,,,,,,0
N58662,Insert Fine Notification,2004-12-03,,,,,P,,P,,,,,,0
N58662,Add penalty,2005-02-01,68.77,,,,,,,,,,,,0
N58662,Insert Date Appeal to Prefecture,2005-03-18,,,,,,,,,,,,,0
N58662,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N58662,Receive Result Appeal from Prefecture,2005-04-29,,,,,,,,,,,,,0
N58662,Notify Result Appeal to Offender,2005-05-20,,,,,,,,,,,,,0
N59523,Create Fine,2004-07-20,33.6,157.0,NIL,,,,,556.0,,0.0,0.0,A,0
N59523,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N59523,Insert Fine Notification,2004-12-10,,,,,P,,P,,,,,,0
N59523,Insert Date Appeal to Prefecture,2005-01-11,,,,,,,,,,,,,0
N59523,Add penalty,2005-02-08,68.77,,,,,,,,,,,,0
N59523,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N59523,Receive Result Appeal from Prefecture,2005-06-21,,,,,,,,,,,,,0
N59523,Notify Result Appeal to Offender,2005-07-07,,,,,,,,,,,,,0
N59763,Create Fine,2004-07-30,19.95,7.0,NIL,,,,,559.0,,0.0,0.0,A,0
N59763,Send Fine,2004-11-24,,,,16.0,,,,,,,,,0
N59763,Insert Fine Notification,2004-12-09,,,,,P,,P,,,,,,0
N59763,Add penalty,2005-02-07,40.95,,,,,,,,,,,,0
N59763,Insert Date Appeal to Prefecture,2005-02-14,,,,,,,,,,,,,0
N59763,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N59763,Receive Result Appeal from Prefecture,2005-05-24,,,,,,,,,,,,,0
N59763,Notify Result Appeal to Offender,2005-07-06,,,,,,,,,,,,,0
N60205,Create Fine,2004-08-07,19.95,7.0,NIL,,,,,537.0,,0.0,0.0,A,0
N60205,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60205,Insert Fine Notification,2005-01-10,,,,,P,,P,,,,,,0
N60205,Insert Date Appeal to Prefecture,2005-02-15,,,,,,,,,,,,,0
N60205,Add penalty,2005-03-11,40.95,,,,,,,,,,,,0
N60205,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N60205,Receive Result Appeal from Prefecture,2005-05-24,,,,,,,,,,,,,0
N60205,Notify Result Appeal to Offender,2005-06-30,,,,,,,,,,,,,0
N60247,Create Fine,2004-10-14,19.95,7.0,NIL,,,,,537.0,,0.0,0.0,A,0
N60247,Send Fine,2005-06-10,,,,16.0,,,,,,,,,0
N60247,Insert Fine Notification,2005-06-24,,,,,P,,P,,,,,,0
N60247,Insert Date Appeal to Prefecture,2005-06-28,,,,,,,,,,,,,0
N60247,Send Appeal to Prefecture,2005-08-03,,,NIL,,,,,,,,,,0
N60247,Add penalty,2005-08-23,40.95,,,,,,,,,,,,0
N60247,Receive Result Appeal from Prefecture,2005-09-26,,,,,,,,,,,,,0
N60247,Notify Result Appeal to Offender,2005-11-30,,,,,,,,,,,,,0
N60309,Create Fine,2004-08-02,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,0
N60309,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60309,Insert Fine Notification,2004-12-24,,,,,P,,P,,,,,,0
N60309,Insert Date Appeal to Prefecture,2005-02-18,,,,,,,,,,,,,0
N60309,Add penalty,2005-02-22,68.77,,,,,,,,,,,,0
N60309,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N60309,Receive Result Appeal from Prefecture,2005-08-02,,,,,,,,,,,,,0
N60309,Notify Result Appeal to Offender,2005-09-12,,,,,,,,,,,,,0
N60368,Create Fine,2004-08-08,33.6,157.0,NIL,,,,,537.0,,0.0,0.0,A,0
N60368,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60368,Insert Fine Notification,2005-01-13,,,,,P,,P,,,,,,0
N60368,Insert Date Appeal to Prefecture,2005-03-08,,,,,,,,,,,,,0
N60368,Add penalty,2005-03-14,68.77,,,,,,,,,,,,0
N60368,Send Appeal to Prefecture,2005-04-22,,,NIL,,,,,,,,,,0
N60368,Receive Result Appeal from Prefecture,2005-07-08,,,,,,,,,,,,,0
N60368,Notify Result Appeal to Offender,2005-09-07,,,,,,,,,,,,,0
N60514,Create Fine,2004-08-17,33.6,157.0,NIL,,,,,538.0,,0.0,0.0,A,1
N60514,Send Fine,2004-12-23,,,,16.0,,,,,,,,,1
N60514,Insert Fine Notification,2005-01-13,,,,,P,,P,,,,,,1
N60514,Insert Date Appeal to Prefecture,2005-01-25,,,,,,,,,,,,,1
N60514,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,1
N60514,Add penalty,2005-03-14,68.77,,,,,,,,,,,,1
N60514,Receive Result Appeal from Prefecture,2005-06-21,,,,,,,,,,,,,1
N60514,Notify Result Appeal to Offender,2005-07-07,,,,,,,,,,,,,1
N60609,Create Fine,2004-08-01,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N60609,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60609,Insert Fine Notification,2005-01-11,,,,,P,,P,,,,,,0
N60609,Add penalty,2005-03-12,68.77,,,,,,,,,,,,0
N60609,Insert Date Appeal to Prefecture,2005-03-21,,,,,,,,,,,,,0
N60609,Send Appeal to Prefecture,2005-04-04,,,NIL,,,,,,,,,,0
N60609,Receive Result Appeal from Prefecture,2005-04-22,,,,,,,,,,,,,0
N60609,Notify Result Appeal to Offender,2005-05-20,,,,,,,,,,,,,0
N60673,Create Fine,2004-08-07,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N60673,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60673,Insert Fine Notification,2005-01-08,,,,,P,,P,,,,,,0
N60673,Add penalty,2005-03-09,68.77,,,,,,,,,,,,0
N60673,Insert Date Appeal to Prefecture,2005-03-09,,,,,,,,,,,,,0
N60673,Send Appeal to Prefecture,2005-04-22,,,NIL,,,,,,,,,,0
N60673,Receive Result Appeal from Prefecture,2005-08-31,,,,,,,,,,,,,0
N60673,Notify Result Appeal to Offender,2005-09-13,,,,,,,,,,,,,0
N60677,Create Fine,2004-08-07,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N60677,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60677,Insert Fine Notification,2005-01-08,,,,,P,,P,,,,,,0
N60677,Insert Date Appeal to Prefecture,2005-01-23,,,,,,,,,,,,,0
N60677,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N60677,Add penalty,2005-03-09,68.77,,,,,,,,,,,,0
N60677,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N60677,Notify Result Appeal to Offender,2005-05-06,,,,,,,,,,,,,0
N60867,Create Fine,2004-08-07,33.6,157.0,NIL,,,,,550.0,,0.0,0.0,A,0
N60867,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N60867,Insert Fine Notification,2005-01-08,,,,,P,,P,,,,,,0
N60867,Insert Date Appeal to Prefecture,2005-02-01,,,,,,,,,,,,,0
N60867,Add penalty,2005-03-09,68.77,,,,,,,,,,,,0
N60867,Send Appeal to Prefecture,2005-03-10,,,NIL,,,,,,,,,,0
N60867,Receive Result Appeal from Prefecture,2005-08-08,,,,,,,,,,,,,0
N60867,Notify Result Appeal to Offender,2005-09-10,,,,,,,,,,,,,0
N61028,Create Fine,2004-08-02,33.6,157.0,NIL,,,,,552.0,,0.0,0.0,A,0
N61028,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N61028,Insert Fine Notification,2005-01-07,,,,,P,,P,,,,,,0
N61028,Insert Date Appeal to Prefecture,2005-01-18,,,,,,,,,,,,,0
N61028,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N61028,Add penalty,2005-03-08,68.77,,,,,,,,,,,,0
N61028,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N61028,Notify Result Appeal to Offender,2005-05-09,,,,,,,,,,,,,0
N61279,Create Fine,2004-08-10,33.6,157.0,NIL,,,,,554.0,,0.0,0.0,A,0
N61279,Send Fine,2004-12-18,,,,16.0,,,,,,,,,0
N61279,Insert Fine Notification,2005-01-10,,,,,P,,P,,,,,,0
N61279,Insert Date Appeal to Prefecture,2005-01-12,,,,,,,,,,,,,0
N61279,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,0
N61279,Add penalty,2005-03-11,68.77,,,,,,,,,,,,0
N61279,Receive Result Appeal from Prefecture,2005-04-08,,,,,,,,,,,,,0
N61279,Notify Result Appeal to Offender,2005-05-06,,,,,,,,,,,,,0
N61437,Create Fine,2004-08-08,33.6,157.0,NIL,,,,,555.0,,0.0,0.0,A,0
N61437,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N61437,Insert Fine Notification,2005-01-14,,,,,P,,P,,,,,,0
N61437,Insert Date Appeal to Prefecture,2005-02-28,,,,,,,,,,,,,0
N61437,Add penalty,2005-03-15,68.77,,,,,,,,,,,,0
N61437,Send Appeal to Prefecture,2005-03-24,,,NIL,,,,,,,,,,0
N61437,Receive Result Appeal from Prefecture,2005-04-22,,,,,,,,,,,,,0
N61437,Notify Result Appeal to Offender,2005-05-24,,,,,,,,,,,,,0
N61884,Create Fine,2004-08-10,33.6,157.0,NIL,,,,,558.0,,0.0,0.0,A,1
N61884,Send Fine,2004-12-18,,,,16.0,,,,,,,,,1
N61884,Insert Fine Notification,2005-01-13,,,,,P,,P,,,,,,1
N61884,Insert Date Appeal to Prefecture,2005-03-08,,,,,,,,,,,,,1
N61884,Add penalty,2005-03-14,68.77,,,,,,,,,,,,1
N61884,Send Appeal to Prefecture,2005-04-29,,,NIL,,,,,,,,,,1
N61884,Receive Result Appeal from Prefecture,2005-08-02,,,,,,,,,,,,,1
N61884,Notify Result Appeal to Offender,2005-10-24,,,,,,,,,,,,,1
N62001,Create Fine,2004-08-04,33.6,157.0,NIL,,,,,556.0,,0.0,0.0,A,0
N62001,Send Fine,2004-12-17,,,,16.0,,,,,,,,,0
N62001,Insert Fine Notification,2005-01-10,,,,,P,,P,,,,,,0
N62001,Insert Date Appeal to Prefecture,2005-02-28,,,,,,,,,,,,,0
N62001,Add penalty,2005-03-11,68.77,,,,,,,,,,,,0
N62001,Send Appeal to Prefecture,2005-03-24,,,NIL,,,,,,,,,,0
N62001,Receive Result Appeal from Prefecture,2005-04-22,,,,,,,,,,,,,0
N62001,Notify Result Appeal to Offender,2005-05-24,,,,,,,,,,,,,0
N62389,Create Fine,2004-08-19,33.6,157.0,NIL,,,,,556.0,,0.0,0.0,A,0
N62389,Send Fine,2004-12-23,,,,16.0,,,,,,,,,0
N62389,Insert Fine Notification,2005-01-14,,,,,P,,P,,,,,,0
N62389,Insert Date Appeal to Prefecture,2005-02-01,,,,,,,,,,,,,0
N62389,Send Appeal to Prefecture,2005-03-10,,,NIL,,,,,,,,,,0
N62389,Add penalty,2005-03-15,68.77,,,,,,,,,,,,0
N62389,Receive Result Appeal from Prefecture,2005-06-07,,,,,,,,,,,,,0
N62389,Notify Result Appeal to Offender,2005-07-20,,,,,,,,,,,,,0
N62809,Create Fine,2004-08-23,33.6,157.0,NIL,,,,,541.0,,0.0,0.0,A,0
N62809,Send Fine,2004-12-24,,,,16.0,,,,,,,,,0
N62809,Insert Fine Notification,2005-01-26,,,,,P,,P,,,,,,0
N62809,Insert Date Appeal to Prefecture,2005-02-25,,,,,,,,,,,,,0
N62809,Add penalty,2005-03-27,68.77,,,,,,,,,,,,0
N62809,Send Appeal to Prefecture,2005-04-06,,,NIL,,,,,,,,,,0
N62809,Receive Result Appeal from Prefecture,2005-04-29,,,,,,,,,,,,,0
N62809,Notify Result Appeal to Offender,2005-05-23,,,,,,,,,,,,,0
N63049,Create Fine,2004-09-10,33.6,157.0,NIL,,,,,546.0,,0.0,0.0,A,1
N63049,Send Fine,2004-12-24,,,,16.0,,,,,,,,,1
N63049,Insert Date Appeal to Prefecture,2005-01-04,,,,,,,,,,,,,1
N63049,Insert Fine Notification,2005-01-11,,,,,P,,P,,,,,,1
N63049,Send Appeal to Prefecture,2005-03-11,,,NIL,,,,,,,,,,1
N63049,Add penalty,2005-03-12,68.77,,,,,,,,,,,,1
N63049,Receive Result Appeal from Prefecture,2005-06-07,,,,,,,,,,,,,1
N63049,Notify Result Appeal to Offender,2005-07-19,,,,,,,,,,,,,1
N63705,Create Fine,2004-08-30,33.6,157.0,NIL,,,,,556.0,,0.0,0.0,A,1
N63705,Send Fine,2004-12-24,,,,16.0,,,,,,,,,1
N63705,Insert Fine Notification,2005-01-08,,,,,P,,P,,,,,,1
N63705,Insert Date Appeal to Prefecture,2005-01-31,,,,,,,,,,,,,1
N63705,Send Appeal to Prefecture,2005-02-21,,,NIL,,,,,,,,,,1
N63705,Add penalty,2005-03-09,68.77,,,,,,,,,,,,1
N63705,Receive Result Appeal from Prefecture,2005-03-22,,,,,,,,,,,,,1
N63705,Notify Result Appeal to Offender,2005-04-19,,,,,,,,,,,,,1
